카테고리,[잡담],[질문],[정보],[기타]
[잡담],"개웃긴게1.트랩 아덴수급량 > 롤백2. 4.4%버프 > 롤백3. 나메 버그 지들 못고쳐서 결국 롤백4. 4.4롤백시켰던거 > 다시 버프 롤백 (이마저도 테섭에서 아직안넘어와서 다시 롤백가능성 O)진짜 웃음벨 캐릭이다 진짜 ㅋㅋㅋㅋㅋ딜버프해준거? 그래 뭐 좋지 근데 지금 상하탑에서 거절받는 이유가 뭔데 체방낮아, 무력, 파괴 전부딸려서 받을 이유가 없는 직업인데 숫자놀음이나 하고 있네 ㅋㅋㅋㅋㅋ 상하탑 공팟다니면 알거아냐파티들어가려면 개힘든거 10멸홍들고 40엘릭서들고도 거절받는 마당에 ㅋㅋㅋㅋㅋ",,,
[잡담],딜은 상향 있거나 유지 예상은 했는데진짜 딜만 만질줄 상상도 못했다 이색히들 생각이 있는거냐,,,
[잡담],테섭 깐사람 말저요,,,
[질문],,리퍼 나메는 뭐 있었음? 코멘트보는데 나메 롤백한대서,,
[잡담],우리 이정도로 카멘 절대 못간다고;,,,
[잡담],소울이터까지 접는다,,,
[잡담],특화계수 버프하고페르소나 급습시 무파 추가 해라아덴을 써서 무력해주면 그정도는 해줘야하는거 아님?,,,
[잡담],파괴수치로 화를 내내.. 쫌 감동임기믹goat....,,,
[잡담],나메에 다는 코멘트는 걍 기억에서 지우셈.항상 그럴싸하게 말해도 개 ㅈ같은 버그 몇년동안 쉬지도 않고 계속 터졌음.저거 시발 써보기 전까진 못믿음.나메 라는 스킬 하나에 저렇게 투자해주는 새기들이 아니었음,,,
[잡담],"설계할때부터 리퍼를 기동력,공격력을 최상으로하고 나머지를 ㅄ으로 만들었으면 그에 맞게 설계를 해야지 딜 평준화 하는것 자체부터가 이해가 안되고 저번에 4.4% 줬다가 여론패치쳐해서 롤백했다가 슬레만 너프 다른직업들 대부분 상향에 타대들 너프도 없는 상태에서 4.4% 롤백??? 생각자체가 없는것 같은데 그냥 ?그냥 나가 뒤지라는거지'? 4.4% 줬다고 카멘나와도 걸러지지않고 파티 잘들어갈거라고 생각하고 있으면 ㄹㅇ 대가리 박살난거다",,,
[잡담],피격 시 발동하는 일부 효과가 '아드로핀 물약' 사용 시에도 발동하는 현상을 수정하였습니다.이말같은데 테섭 쳐봄 ㄱㄷ,,,
[잡담],니네진영으로 꺼지세요우리가 뭐때매 빡친건지 1도모르면서 분탕질이네,,,
[잡담],약간뭔가 다른게있는데 구분이안가서그럼;ㅣ;;,,,
[잡담],●▅▇█▇▆▅▄▇ 지난 패치 여론 4.4% 돌려주기,,,
[잡담],버그 못고치겠으니까 지형을 손보겠다는 건가요?,,,
[잡담],씨발 밸패 열심히했다 혼자 뿌듯해 하다가 퇴근하고 집가는길에 등뒤에 나메맞고 쓰러져라 개씨발개새끼,,,
[잡담],카멘 어카지여전히 0관문 고통 받겠네,,,
[잡담],뭐 난 고정팟 길팟 다있어 이러면 할말은 없는데야생공팟러는 상하탑이랑 똑같이 걸러질거 뻔함..카멘 무카파 위주로 기믹내면 달소는 어떻게감??,,,
[잡담],븅신들 어자피 수치놀음인거 왜 굳이 안하지?같은 수치로 딜이 상승해도 숫자만 띡 올리는거보다 모양새도 훨신 살고사람들 받아들이는거 자체가 다를텐데 어휴존나답답하네,,,
[잡담],1월에 했어야 되는걸 ㅋㅋㅋㅋ,,,
[잡담],앞으로 리퍼 밸패는 '롤백'이라고 불러주십쇼.이러다가 캐릭 나오기 전으로 롤백되겠네 시발새끼들.,,,
[잡담],피격 시 발동하는 일부 효과가 '아드로핀 물약' 사용 시에도 발동하는 현상을 수정하였습니다.아드빨면 풀리는건 똑같고 본섭에서 아드빨면 달인스택깎이는데 테섭에서는 안깎임그 패치인듯 ㅇㅇ;,,,
[잡담],1월 밸패 온갖 조리돌림에 씹창나고 갈라치기하는 모지리때문에정나미 다떨어져서 상주하던 놈 몇 없던 게시판에밸패한다니까 입맛다시고 분탕치러오는 애들 밖에 안보이는데안예민하겠냐?,,,
[잡담],"저번 밸패때 페르소나 공속 미적용 상태로 테섭 내놓은 것 보면절대 신뢰 못함.수개월 지표를 무시하고 1주일 허수 데이터로 롤백한 ㅄ들임그러고 나서 급습 피해량 버프 다르게 해서저번 테섭 롤백 실수를 은근슬쩍 넘어갈려는게 괘씸무력, 파괴 버프 더 받아야 하고나메 롤백+전투맵 개선 됐는지를본섭에서 다 확인해야그나마 지금껏 쌓인 불신이 조금 사라지는 거임.그전까지 5월내내 밸패팀은 10Bird들임",,,
[잡담],스톰에 무력이나 부파좀 제발............ 이거 솔직히 큰거아니잖아리퍼유저들이 오죽하면 이러겠냐고 ㅠㅠ무력 안줄거면 단검에 파괴라도 주세요 단검스킬 쿨짧아서 너무한가싶었는데지금 꼬라지 보면 무력은 구데기지만 부파는 개좋은 컨셉도 나쁘지않자나 진짜 ㅠㅠ고정팟 없으면 이대로 카멘 어떻게 갈건데 ㅠㅠㅠㅠ,,,
[잡담],카멘때까지 3000개 될듯 ㅋㅋㅋ,,,
[잡담],(병)신 이 되었다.그래도 신은 신이네,,,
[잡담],뭐 열받느니 뭐니 이상한 말 해도 걍 무시하고 먹이 안 주면 어련히 알아서 단 데 가서 분탕질할 거임 걍 좀 무시하셈;;,,,
[잡담],게임역사상 가장 재밌을지도 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ병신캐릭진짴ㅋㅋㅋ,,,
[질문],,달소는 4.4퍼? 갈증은 3.중후반대 버프인가??,,
[잡담],무파는 어쩔거임? 아무리스킬아껴도 그짧은 시간에 파괴 잘넣어야 2레벨인데 너무 낮음 바드보다도 낮은 수치임파괴가,,,
[잡담],전부 리퍼 생활용으로만 키우는듯,,,
[잡담],근데 무파 1개만 챙겨주지너무 인색하네,,,
[잡담],1600 노칸따리 리퍼본캐인데 저번벨패로 접고벨패라고 들어와서 봤는데레이지 기준으로지난번에 4.4%줬다가 뺏음(사실 줘야했던게 맞다고 이번벨패로 나타남)하지만 이번에 4.9%줌 ( 원래 줬어야 벨런스 맞음)8~9%줘야 이제 버프라고 할수 있는거 아닌가?반박시 님말 다맞음ㅅㄱ,,,
[잡담],전부 리퍼 생활용으로만 키우는듯,,,
[잡담],"2020.10.14- 방어력 계수 버프2021.01.27- PVE 없음2021.04.14- 그 너프 패치2021.09.29- 방어력 계수 버프- 무력화 수치 버프- 갈증 상향2022.04.27- 급습 피해량 버프- 시너지 개편- 나메 카운터 추가2022.08.10- 누락2023.01.18- 아덴 공속 버프- 달소 공속버프- 갈증 버프(롤백 패치 ㅅㅂ)작년 4월 27일 이후에 이렇다 할 밸패를 받질 못했는데 그럼 가만히 있으랴?심지어 지난 롤백이랑 비슷한 수치가 이번 밸패로 받은건데.밸패 사이에 나온게 엘릭서야..엘릭서가 나왔는데 지난 밸패때 롤백한거 받아야하는거면 문제가 있는거 아님?""밸패 안받으면 좋은거 아님?""좋아서 지금 리퍼가 이모양이냐 분탕 씨발새끼들아?",,,
[잡담],이제 부캐창술한테도 쳐맞을듯,,,
[잡담],나랑 같이 가는 파티원한테 미안해 해야하는게 정상이냐고,,,
[잡담],달소의 차별점이 뭐냐? 불편해지기?,,,
[잡담],ㅋㅋ말해봐라 할만충들아,,,
[잡담],이걸 키우는게 맞나 싶음,,,
[잡담],저번 패치때 일주일치 허수아비 지표가 존나게 데이터가 신빙성이 있다고 지들이 인정한거잖아그럼 이번 일주일동안 허수아비로 약코 존나하면 상향 해줄수도있음구조개선은 이새끼들 걍 할 생각없으니 포기하고 딜이라도 더 받아보자고,,,
[잡담],"버그였다가버그 아닌척 ""수정"" 해드렸습니다 했다가버그인정하고 다시줬다가에라이 시벌럼들아",,,
[잡담],롤백도 햇는데 상향도할수잇는거자나리퍼는 딜이 기믹이다 언능 눕자●▅▇█▇▆▅▄▇,,,
[잡담],이번 밸패때 병신으로 남은 캐릭들 취업 절망적일거라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,
[잡담],줄까? 말까? 줄까? 말까?애미씨발 이게 직업이냐?,,,
[잡담],그저 소울이터 보석창고 '리퍼',,,
[질문],,모코코 리퍼 너무 재밌어서 시작했다가하도 안좋다고해서 다른 캐릭으로 쭉 즐기고 있었는데이번에 다시 버프 ? 를 받긴 했더라구요갈증 리퍼 배럭 따리 캐릭이지만 할만해졌다면 올려주고싶은데아직 갈증이 더 좋을까요 ? 사실 전 달소 리퍼가 하고싶은데ㅠㅠ 아직 올려줄때가 아닌지 ..,,
[잡담],Pve 3.1퍼에 트포로 5퍼 더 세졌던데저러면 거의 레이지 급으로 세지는 거 아닌가,,,
[잡담],ㅈ같은거 뺏어간딜주면서 생색내기는 개새끼들,,,
[잡담],적당히 숫자놀이해야지,,,
[잡담],●▅▇█▇▆▅▄▇ 지난 패치 여론 4.4% 돌려주기,,,
[잡담],4개월만에 롤백 ㅅㅂ ㅋㅋㅋ남은 테섭기간동안 누워나있자,,,
[잡담],특화계수랑 무파좀 주세요 ㅠㅠㅠㅠ,,,
[잡담],특화 계수랑 직각 너프 먹인거 롤백해라지금 상태로는 데려갈 이유가 없는 직업임최소 특화계수 버프없으면 얘는 딜적인 측면에서 절대 매리트가 없는 직업임,,,
[잡담],●▅▇█▇▆▅▄▇  이건 저번 패치때 올려줬던 거고 여기에 더 올려줘야 하는거 아님?그리고 당연이 무력 파괴도 올려줘야 하는거 아님? 소서보다 무력 약한데 이게 맞음? 스마게는 각성하라●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇,,,
[잡담],●▅▇█▇▆▅▄▇ 지난 패치 여론 4.4% 돌려주기,,,
[잡담],하 ㅅㅂ 스마게 색기들 밸패하는 꼬라지 진짜 죽빵 마렵네줘따 뺏고 다시주고그냥 끝,,,
[잡담],하하,,,
[잡담],충분히 딜 마니 좋아진건데 왜 눕는거에요?리퍼만 하면 마인드가 그렇게 되는건가.... 궁금합니다!,,,
[잡담],●▅▇█▇▆▅▄▇ 지난 패치 여론 4.4% 돌려주기,,,
[잡담],"패치 꼬라지 신경 ㅈ도 안쓰다가 아 리퍼도 패치해야지 하고 한 1시간 깔짝 거리다가 패치해준건데 이정도면달소 페르소나 상태에서 피해량 증가,라그, 퓨리, 스피어 중 무력 상승쉐스 파괴추가 또는 퓨리 or 라그 파괴레벨+1다는 아니더라도 이 중에 하나는 있을 줄 알았는데 저번이랑 다를거 없고게다가 퓨리는 4.4에서 2.7로 오히려 더 줄었네걍 리퍼는 진작에 밸런스에서 신경써야될 대상에서 버리고뭘 버프해줘야될지도 모르는 클래스란거 실감되네",,,
[잡담],지난 밸런스 패치이후로암살자 클래스 특성에 부합하는높은 피해량을 기록하였지만 <- 여기서 끝났어스마게는 리퍼는 이 자리가 맞다고 생각하는거야그냥 쐐기를 밖혀버렸어 더 이상의 상향은 없다고..,,,
[잡담],갓겜하러갑니다,,,
[잡담],버린거나 마찬가지아니냐? 갈증은 짧은쿨 사일이라도있지 달소는 급습다박아도 무력 구데기임 각성기아껴서 무력에 박아야할판임,,,
[잡담],1. 아덴 충전량 상향 : 쉐도우스톰 제외 나머지 스킬 30퍼 상향2. 아덴 딜증 상향 : 160%->170%3. 치적 불균형 해소 : 댄싱 오브 퓨리 치적 오버 -> 치명 40퍼+딜증으로 바꾼다4. 급습에 달려있는 파괴 및 무력화 -> 자주쓰는 단검or 그림자 스킬로 이전5. 아덴을 쓰고 급습 쓸때 어느 방향을 치던 백어택 판정,,,
[잡담],본캐는 달소 상하탑 1주차 깨작거리다 엄두가 안나서 갈증으로 다니고부캐들 상하탑갈때 달소 가끔씩 보는데 하나같이 피똥싸던데 ㅅㅂㅋㅋ뭐 존나 에스더급 최상위는 다른거임?무파라도 주던가 버프 왜 안해줘,,,
[잡담],밸패도 나메 디토 나메 마냥버프 롤백 버프 중이래,,,
[잡담],저번 밸런스패치이후랑 최근 전투환경사이에 내가 모르는 밸패가 또 있었음?상아탑때문이라면 리퍼는 상아탑을 못가는클래스로 알고있었는데,,,
[잡담],비융신들 ;,,,
[잡담],공속패치 이후로 특신 간다고도 들은거같은데특신vs특치 뭐가 더좋음? 333331기준,,,
[잡담],●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇●▅▇█▇▆▅▄▇,,,
[잡담],체감 오지네.. ㄷㄷ,,,
[잡담],그래야지 얘들이 기존 캐릭 버리고 소울이터 씹사기로 내놨을때 소울이터한테 돈을 쓸꺼아니냐진짜 카멘때 불가촉천민으로 갈테니까이제 진짜로 우리 차례 왔거든?유산스카까지 개선을 받았으면 다음은 우리임다음패치때 원기옥 모아와서 해 줘라 좀카멘은 노예신분으로 악착같이 버틸테니까쿠르잔 들어갈때 사람취급좀 받게 해줘라 좀,,,
[잡담],"딜체감 됩니다다만 리퍼의 궁극적인 ""취업문제"" 똑같을거같습니다.적어도 편의성까지 건드릴줄알았는데 그냥 롤백패치뿐이라니 ㅋㅋㅋ그저웃지요결론: 리퍼 접으세요",,,
[잡담],단검들고 밸패팀들 암살하고 싶네,,,
[잡담],테섭패치기준 10프로정도 쌔진거같음 ㅇㅇ이정도면 다른 직업 너프랑 포함해서 상대적 상향체감으로 1티어 될거같은데?흠... 이거 이대로 본섭 넘어와도 되나? 너무좋은데...,,,
[잡담],단검들고 밸패팀들 암살하고 싶네,,,
[잡담],기간내에 계속 수정하는거맞죠 ?,,,
[잡담],여론 패치로 빼앗은거 그냥 돌려줬다는게 ㄹㅇ 어이없음,,,
[잡담],그저 웃음벨 ㅋㅋㅋㅋㅋ보석 다 팔길 잘했네 롤백에 롤백에 롤백,,,
[잡담],리퍼 자매님들 솔직히 공방에서는 맨날 잔혈이였자나요?무파 올려줄줄 알았는데 딜 올려줘서 행복사입니다.,,,
[잡담],싱글벙글 들어온 분탕 잘가고,,,
[잡담],거 쪼잔하게 10% 이지랄말고 그냥 2배 정도 쎄졌다 하는건 어떠니,,,
[잡담],여전히 워로드 깐부없으면 취업안될예정이고딜은 뭐.. 2티어 초반에서 1.5까진 왔을라나..시발 치적 불균형 개선 안할거면 퓨리도 통크게 주던가 지난번에 준거 다시주네 조련시키냐 ㅡㅡ,,,
[잡담],스마게 밸패팀 너넨 씹새기들이야 그냥 씹새끼들,,,
[잡담],목걸이만 특신에 팔찌 치명 110만 있고 다른 부가옵션 없음333331 아드1 일때 치명타 기대값이 몇퍼 정도 되나요?공팟 시너지 치명이 많아서 특신으로 가고 싶은데 시너지까지 받으면 또 몇퍼정도 나올려는지요..?,,,
[잡담],허수에 레이지 헤드어택으로 박고 나오자,,,
[잡담],-딴직업들 너프랑 맞물려서 실제 체감은 상향폭이 더클수있다-출시때 직업들부터 먼저 개선하느라 리퍼개선은 후순위라서 수치조정만 하고 미뤘다. 리퍼는 출시때 직업은 아니었다. 달소 기믹문제나 갈증 치적불균형 등등은 나중에 대규모로 몰아서 할수도 있다근데 사실 남들보다 밸패가 한타임 밀렸기 때문에 원래는 이번에 개선했어야함 ㅋㅋㅋ,,,
[잡담],또 여론패치당하고 올린사람이잘못이아니다 라면서 위선떨지말고 븅신들아,,,
[잡담],보인다보여,,,
[잡담],저번 밸패때도 상향수치 롤백되서 들어왔잖아이번엔 저번보다 더 좋게 상향됐는데 그대로 들어오겠음?이번에도 롤백되거나 상향수치감소해서 들어올듯이대로 들어오면 너무쌔짐;;;저번 밸패때도 이랬다 큰일날뻔 했잖아심지어 이번엔 공속버프 없는대신 트포 상향까지 있어 ㄷㄷ저번처럼 우리 리퍼게가 나서서 롤백시키죠?저번처럼 스마게가 잘못된 밸패하면 알려줘야죠,,,
[잡담],딜이 너무좋아서 말이야,,,
[잡담],난 새로운 시너지 안내려고 기존꺼 재활용만 되는줄 알았지회심 시너지 리퍼랑 느낌도 잘맞는데 아숩단 말이지,,,
[잡담],우리가 먼전데,,,
[잡담],ㅇㅇ,,,
[잡담],이때다 싶어서 처 넘어와서 분탕하는거보면그보다 진짜 카멘 자신 없어지네 취업 할 수 있나 이거,,,
[잡담],렛잇고,,,
[잡담],ㄹㅇ 그렇게 생각하는걸까 ?그냥 관심이 마려운걸까 ?1번이면 ㄹㅇ 엘릭서도 못깍아본 사람이고 2번은 그냥 도와줄 방법이 없네,,,
[잡담],●▅▇█▇▆▅▄▇ 지난 패치 여론 4.4% 돌려주기,,,
[잡담],이딴글 보면 걍 댓도달지마셈반응하는순간 입꼬리올라감,,,
[잡담],"3급습만 써본듯 , 그러니까 3급습에 대한 딜상승만 하지스매셔 급하강이니 크리 불균형이니 지랄해봣자 씨알도 안먹힘  그냥 달소가 쓰는 스킬외 배제된 스킬임",,,
[잡담],밸패 쭉보면서 직업게시판 보고있는데리퍼가 마지막이라 지금보고 왔습니다밸패 내용은 나쁘지 않은것같은데 게시판 분위기가 좀안좋은것같아서혹시 조금 설명해주실분이 있으실까요?,,,
[잡담],4퍼면 무려 4퍼 딜버프야 병신아 뭐,,,
[잡담],코멘트보니까 잘못한거 인정도 안했네?아 그때는 좋았고 지금만 갑자기 안좋아진거라니까~코멘트 담당자 누군지 모르겠지만 현실 워로드인가 도발 잘하네ㅋㅋ롤백사건때 이새끼들 답없구나 싶어서접고 다른게임하니까 생각보다 재미있는게임 많더라그저 상품검수 ㅈ대로 ㅈ같이하는데 게임판이라 살아남았을 뿐인럭키병신회사새끼들ㅋㅋ,,,
[잡담],아직 테스터서버에만 적용된거에요?,,,
[잡담],그거 하나 때문에 리퍼가 얼마나 병신취급 받았는데상향을 비슷하게 주면 어쩌라는거지 진짜 4.4퍼가 20퍼급 상향이라고 생각하는건가?운영진들 로아 하는거 맞음?,,,
[잡담],이제 맘편히 본캐를 창술로 간다,,,
[잡담],딜상승은 상향먹은대로 올라갈거고나메버그고친거 뭐 군단장이나 보스 벽에 세워놓고 실험해볼거임?그래도 쳐보고싶으면 허수딜딸1번하고 헤드어택3번하고이런식으로라도 지표박살내고와,,,
[잡담],뭐 바뀐게 있어야 깔지리퍼는 대체 언제 개편 받냐저번에는 호크 광기 떡상하고 이번엔 창술 데모닉 떡상하고패치마다 계속 똥캐 친구들만 없어지는듯이러다 다음 패치때는 혼자 남겠다,,,
[잡담],그 위 애들은 일단 쟤네부터 뚫고 생각...을 그만하자 그냥,,,
[잡담],"같은 리퍼끼리 싸우지 마시고 좋은 방향으로 갈거라고 기도합시다차라리 그게 속 편하고 좋잖아요""재미""는 있는 우리 아이니까요",,,
[잡담],나메 버그때문에 지형을 수정했다하는데이게 그 뜻인건가요?나메 롤백했다고 하는 것 같은데뭐가 어떻게 됬다고 명확하게 말해주진 않네요,,,
[잡담],ㅈㄱㄴ,,,
[잡담],"딜 버프 한다고 엔드컨텐츠 트라이 제대로 할 수 있는것 맞음?이번 밸패는 왜 파티/공대 거절율 지표 언급도 안하냐?분명 상아탑 기준 로아 전 캐릭 중 거절율 탑3 안에 들텐데신뢰가 바닥이고 이대로 가면 달소 카멘 때도 똑같을 거라달소는 장비 레벨 더 올려줄 맘도 안 생긴다.저번 밸패 롤백한 것 다시 복구시켜준 것 / 나메 인심 안 좋으니 만져주는 것 말고달소에 대해서는 뭘 한거냐?카멘 때 사멸 백어택 캐릭들 배려안한 전투환경, 기믹 덕지덕지 만들면진짜 사멸 키울 생각도 1도 안 들거고신규 유입도 없을 거임.그냥 무능력한 직원 만나서 운도 없다 진짜",,,
[잡담],문제가 생기는 지형을 재구성 하는 과정에서 분명 또 이상한 버그 생길 것 같은데..이번엔 또 얼마나 이상한 버그가 나오려나..그리고 나메가 병신같은 거 알고 있으면 그 외에 개선이 필요한 것도 알텐데 매 패치가 그지같냐..,,,
[잡담],파티신청이왔다상향받은 리퍼vs 너프먹은 슬레닥후면 개추,,,
[잡담],"본캐 인증임, 내 아이디 궁금하면 알아서 로아와 찾으셈.아니 자꾸 왜 꾸득꾸득 기어 오는 어그로한테 먹이 쳐 주고 있음?내가 까스라이팅을 좋아하는 편이 아닌데 어그로끄는 병신들이나 거기에 먹이 주는 인간이나 둘 다 똑같음, 걍 먹이 주지 말고 갈 길 가셈저번 패치에서 못 봤음? 얘네 수치 유사 롤백 시키는 거 보면 저번 패치는 여론 패치였다는 걸 인정한 거임.그렇다는 건? 이번에도 당연히 스마게 비응신들은 또 병신 흰딱들 선동에 놀아나서 롤백 할 가능성이 높음.그냥 어그로는 댓글도 달지 말고 무시하셈, 얘네는 먹이 주면 줄수록 증식함.특히 흰딱들 글에는 댓글 ㄴㄴ",,,
